filename,target,target_name,preprocessed_text
D:\Project_DC\data\mini_newsgroups\rec.motorcycles\105101,8,sci.electronics,newsgroups recmotorcycles path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetuscelroyjplnasagovsddhpcomcrashznexterika erikaznextctscom erik astrup subject octane messageid aprznextctscom organization pnet xnewsreader tin pl reference jnmoynemousticlblgov date wed apr gmt line jnmoynelblgov jeannoel moyne writes know kind gas buy depending compression ratio engine heard ok kind gas go kind compression im asking used put hawk gt day changed wanted see difference dont know im subjective seems like bike run better run bike lowest octane run smoothly higher octane fuel better lower octane gas pick last american roadracing magazine short article octane misconception many people make subject look owner manual believe state fine erik astrup afm dod cbr rr cbr concours ninja one go eleven nigel tufnel lead guitar spinal tap
D:\Project_DC\data\mini_newsgroups\rec.autos\102897,7,alt.atheism,xref cantaloupesrvcscmuedu recautos miscwanted newsgroups recautosmiscwanted path cantaloupesrvcscmuedudasnewsharvardedunocnearnethowlandrestonansnetzaphodmpsohiostateeduuwmeduuxcsouiucedubradleybradleyeducamelotwanderer wanderercamelotbradleyedu kevin murphy subject old license plate wanted messageid wanderercamelot sender newsbradleybradleyedu nntppostinghost camelotbradleyedu organization bradley university date apr gmt line hi roomate going redecorate living room thought would cool idea license plate every state u whereever else could find like canada mexixo even european one anyone idea know someone could help u please let know recent better anything would nice either old plate hanging around hint hint kev wanderercamelotbradleyedu kevin c murphy west main street peoria il
D:\Project_DC\data\mini_newsgroups\rec.sport.baseball\104342,9,comp.os.ms-windows.misc,newsgroups recsportbaseball path cantaloupesrvcscmuedudasnewsharvardedunocnearnethowlandrestonansnetwupostudelnewsinterconcompsinntpshearsoncommotorolabprisco bpriscoshearsoncom bobby prisco subject pleasant yankee surprise messageid aprshearsoncom sender newsshearsoncom news replyto bpriscoshearsoncom organization lehman brother inc reference netnewsupennedu date thu apr gmt line article netnewsupennedu sepinwalmailsasupennedu alan sepinwall pleasant surprise tartabull book tartabull keep healthy hell produce well hasnt done much far sure hit homer solo shot hasnt gotten big rbi cleanup man supposed give slow start last year got dl turned oneman wrecking crew see series alan let see april th less bat claim hasnt done much far cut guy slack danny produce year scary think much hell produce stay healthy year yank lot going year good starting rotation good bullpen good defense good lineup also like buck showalter frank howard st also good move everything sound good far yank stay healthy good chance winning pennant fun ive watching yank since bobby
D:\Project_DC\data\mini_newsgroups\comp.os.ms-windows.misc\9994,2,rec.autos,newsgroups composmswindowsmisc path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmueducisohiostateeduzaphodmpsohiostateeduuscvenicegumbydsdtrwcomdenevaanthraxreimert reimertanthraxetdesgtrwcom scott p reimert subject winnt file system messageid bddacdenevasddtrwcom sender newsdenevasddtrwcom organization trw inc redondo beach ca reference aprspidercouk date tue apr gmt line article aprspidercouk keithsspidercouk keith smith read havnt tried writing case break something winnt ntfs file system thought ntfs supposed better fat system keith cannot read ntfs file system although ntfs file system read fat file system windowsnt seperate partition machine home read disk window nt viceversa far robustness file system seems fast yet single problem doesnt prove better fat system though read book inside window nt give info youre looking scott scott reimert reimertmamacassetdesgtrwcom standard disclaimer redondo beach ca blah blah blah always store beer cool dark place
D:\Project_DC\data\mini_newsgroups\alt.atheism\53606,0,comp.sys.mac.hardware,path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmueducisohiostateedupacificmpsohiostateeduzaphodmpsohiostateeduhowlandrestonansnetnocnearnetinmetbuedubuphybuedujaeger jaegerbuphybuedu gregg jaeger newsgroups altatheism subject yet rushdie islamic law messageid buedu date apr gmt reference aprbnrca buedu aprbnrca sender newsbuedu organization boston university physic department line article aprbnrca rashid writes article buedu jaegerbuphybuedu gregg jaeger wrote think many reading group would also benefit knowing deviant view ive articulated may true view khomeini basic principle islam nonmuslim reader group see far simple basic islam view face contradiction basic islam subtle issue seems sect exist islam explicitly proscribed quran discussing fine shall start new thread called say infallibility islam move discussion think illuminating let make first suggestion arabic word especially technical one become use let u define especially atheist may terribly familiar please also note though initially refer khomeini heretic understood claim rejected since personal infallibility withdraw basis statement conditionally retain reference regard khomeini advocacy thesis infallibility socalled twelve imam clear conflict quran place twelve imam category behavior example higher muhammad quran show prophet clearly fallible well appears given abstruse theological statment regarding nature twelve imam placing different metaphysical category remainder humanity possible exception muhammad something verge sin association salam alaikum alaikum wassalam gregg
D:\Project_DC\data\mini_newsgroups\sci.space\60843,14,rec.sport.baseball,xref cantaloupesrvcscmuedu recartssfscience scispace newsgroups recartssfsciencescispace path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmueducisohiostateeduzaphodmpsohiostateedusddhpcomcaendestroyercsubccanewsserversfucarsannexsfucapalmer leigh palmer palmersfuca subject orion drive vacuum messageid aprsfuca xxxmessageid afeadfdcbrsannexsfuca xxxdate fri apr gmt sender newssfuca organization simon fraser university xuseragent nuntius vd reference qnbginnsmimiuunet date sat apr gmt line article qnbginnsmimiuunet james p goltz goltzmimiuunet theoretical concept seriously pursued freeman dyson et al many year ago dont know wellknown high explosive orion prototype flew atmosphere san diego back working general atomic time didnt learn experiment almost thirty year later ted taylor visited u revealed done feel sure someone must film experiment id really like see anyone seen leigh
D:\Project_DC\data\mini_newsgroups\rec.motorcycles\103197,8,sci.electronics,path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetuscelroyjplnasagovnewsclaremonteduucivaxuclacsuclamicunixgubccaerichtriumfcaivan ivanerichtriumfca ivan reid newsgroups recmotorcycles subject date apr pst organization triumf triuniversity meson facility line distribution world messageid aprerichtriumfca reference marrchlandibmcom apriisccom aprrdhydroonca nntppostinghost erichtriumfca keywords csharp newssoftware vaxvms vnews article aprrdhydroonca jlevinerdhydroonca jody levine writes article apriisccom jeqlachmancom jonathan e quist poodermsusmsusedu writes sampled recently using unauthorized software inspector general said new report inspector general make way excellency inspector general hail hail brodney sky behold lord high executioner thats something else ive already discussed email jonathan film inspector general danny kaye although cant quote name leading lady maltin doesnt jonathan think earlier russian film movie tv say based gogol yes jonathan looked two story ivan reid paul scherrer institute ch ivancvaxpsich gsxf rgwd si porsche pa dod
D:\Project_DC\data\mini_newsgroups\comp.windows.x\67178,5,sci.med,xref cantaloupesrvcscmuedu compwindowsx compwindowsxmotif newsgroups mlistsmotiftalkcompwindowsxcompwindowsxmotif path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmueducisohiostateedupacificmpsohiostateeduzaphodmpsohiostateeducsutexaseduuunettelesofttrevor trevortelesoftcom trevor bourget ignite subject repost acceleratorstranslations messageid aprtelesoftcom keywords accelerator case organization alsys group san diego ca usa reference sdennisaacadslbcom date thu apr gmt line sdennisaacadslbcom sdennisosforg writes posted ago didnt receive one reply another bug report subject anybody help problem motif u xgrabkey implement menu accelerator grab specific modifier apply unfortunately specification xgrabkey doesnt allow anymodifier combined modifier exactly would desired case ctrl anykeyq o vol section accelerator say information specify translation table see vol know put xmnaccelerator resource go vol say likewise modifier specified nothing prohibit modifier present well example translation shiftkeyq quit take effect even ctrl key held time shift key q key true accelerator mnemonic implemented using event handler instead grab true menu accelerator youre motif implementor id suggest lobbying get xlib semantics changed support feature described otherwise change documentation menu accelerator properly set user expectation menu accelerator thing translation possible supply accelerator menu entry mean menu accelerator possible thats according definition xmnaccelerator resource xmlabel manual page keep mind answering question using motif cant use xtinstallaccelerators cant think reason ensure accelerator work independent case want ctrlo ctrlo accelerator one menu entry workaround motif user addition normal menu accelerator install xmpushbuttongadget set xtnaccelerators resource shell toplevel application install shell accelerator descendant xtinstallallaccelerators shell shell example applicationshell mainwindow menubar filecascade filepulldown openpushbutton exitpushbutton openpushbuttonaccelerator ctrlkeyo openpushbuttonacceleratortext ctrlo exitpushbuttonaccelerator ctrlkeyq exitpushbuttonacceleratortext ctrlq applicationshellaccelerators overriden ctrlkeyo performactionopenpushbutton armandactivaten ctrlkeyq performactionexitpushbutton armandactivate write add application action performaction implement using xtnametowidget first argument xtcallactionproc rest argument tested something similar shorten development time used teleuses tuninstallaccelerators resource install accelerator shell directly invoked open quit action instead asking pushbuttons general approach described work trevor bourget trevortelesoftcom
D:\Project_DC\data\mini_newsgroups\talk.politics.guns\53328,16,comp.sys.ibm.pc.hardware,xref cantaloupesrvcscmuedu mischeadlines talkpoliticsguns newsgroups mischeadlinestalkpoliticsguns path cantaloupesrvcscmuedurochesternewscrdgecomuunetmurphyjpradleymagpiemanes manesmagpielinknetcom steve mane subject gun control mad hell tv news organization mane associate nyc distribution na date mon apr gmt messageid cmtapqmagpielinknetcom followupto mischeadlinestalkpoliticsguns xnewsreader tin version pl reference ppkhinnkclemhandheldcom line jim de arras jmdcubehandheldcom wrote article cuxfwmagpielinknetcom manesmagpielinknetcom steve mane writes dont know anyone state gun control could effect homicide rate accidental handgun homicide america licensed weapon american child accidentally shot child last year handgun homicide great britain source national safety council please dictionary argument rate v total number okay theyre offered emphasis comparison youre great debater chose source information claim superior ive made claim please direct attention towards posting mine claimed superior source information probably bothered post reference others seem content post number pulled ozone youve confused facttwisting apologize take twisted number twist trying well fair opportunity prove ive twisted number ground contradict reference citation source take similar gratuitous shot compare absolute number two country major population difference usa gb whine afraid someone might attack process claim number emphasis comparison emphasis nitpicking scolding whiney debating style jim anything else blowing smoke seddit brudda stephen mane manesmagpielinknetcom mane associate new york ny usa oo
D:\Project_DC\data\mini_newsgroups\soc.religion.christian\21493,15,talk.politics.guns,path cantaloupesrvcscmuedumagnesiumclubcccmuedueddiemitedunewsmtholyokeedunicumasseducaensolctrcolumbiaedunewskeicomubrutgersigorrutgerseduathosrutgerseduchristian hudsonathenacsugaedu paul hudson jr newsgroups socreligionchristian subject portland earthquake messageid mayathosrutgersedu date may gmt sender hedrickathosrutgersedu organization university georgia athens line approved christianaramisrutgersedu article mayathosrutgersedu cctrcantuacanterburyacnz bill rea pastor church attend christchurch city elim considers prophesy natural disaster judgement lord clear sign prophesy lord would like see reasoning behind may gotten burned natural disaster prophecy mean every natural disasterjudgement prophecy false take quick look book jeremiah obvious judgement prophecy valid u seems like might problem positive prophecy though sure may people judgement sometimes god give word difficult swallow relative positiveness prophecy necesarily ground dismiss much ot happy stuff link hudson
D:\Project_DC\data\mini_newsgroups\rec.sport.baseball\104609,9,comp.os.ms-windows.misc,path cantaloupesrvcscmuedurochesternewscrdgecomuunetuscuscnotformail pcastermizaruscedu dodger newsgroups recsportbaseball subject gross gross dodger fan date apr organization university southern california los angeles ca line sender nntpmizaruscedu messageid qllinnlrmizaruscedu nntppostinghost mizaruscedu went dodger game tonight cap night astacio pitched ok control trouble night first walked batter balked second single scored run batter taking second throw home another single made score card lasorda tried new line featuring butler reed piazza batting third darryl eric benched favor snyder webster piazza homered first make score card dodger tied game second two single offerman fourth inning astacio already made pitch score still dodger defense made several impressive play piazza looked great behind plate gunning runner trying steal second throwing runner first strayed bit first base etc karros also made spectacular play keeping ball going outfield runner first sure ball going kept running past second karros got threw third easily got runner third heart sank th gross got warm bullpen astacio lifted pinch hitter gross entered game score still dodger fan knew gross relieving stunk tuesday pitching inning forcing lasorda use much bullpen inning game effect next nightso gross fresh given light work tuesday gross lived name walked first batter gave hit second walked base loaded grounder resulted force home zeile lifted scoring fly ball make card gross paid little attention runner next thing knew card stolen fourth run runner first eventually tagged run th run scored long meanwhile dodger mounted little offense second inning lee smith pitched ninth little trouble getting karros wallach anyone trouble wallach day cory snyder collected first hit dodger single offense dodger could mount smith got third straight save dodger got free dodger cap good look piazza piazza keep year strong candidate rookie year honor though really early karros already showing sign sophomore jinx year final scorecardinals run hit dodger run hit dodger
D:\Project_DC\data\mini_newsgroups\talk.politics.misc\178579,18,sci.space,xref cantaloupesrvcscmuedu talkabortion talkpoliticsmisc talkreligionmisc newsgroups talkabortiontalkpoliticsmisctalkreligionmisc path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetuscelroyjplnasagovdecwrlnetcomsvnetcomcomtrev trevnetcomcom trevor bauknight subject abortion messageid trevckaspnetcomcom organization jes grew carrier metaphysical bunko squad reference uupcbozoneholecom date fri apr gmt line anthonylandreneauozoneholecom anthony landreneau writes tbthere appears single part three necessary element tbpregnancy omitted expression concern mother trying say please clear seem forgetting life mother contend life unborn child important crime father label stuggle rape victim survive put nightmare past matter convenience outrageous spoken like true jugde jury executioner kill baby convenience kill baby kill kill kill time killing showed compassion pregnant woman unfortunate baby might tolerance view seem however intent questioning woman wisdom allowing raped please understand talking case woman control whether becomes pregnantsuch case fact exist trevor bauknight trevnetcomcom plug head
D:\Project_DC\data\mini_newsgroups\talk.politics.misc\178360,18,sci.space,newsgroups talkpoliticsmisccapoliticsbapolitics path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmueducisohiostateedupacificmpsohiostateeduzaphodmpsohiostateeduswrindegatechnewsfeedpeachneteduumneducsusedunetcomcomphil philnetcomcom phil ronzone subject rational viewpoint new study gay percentage messageid philcnnnlnbnetcomcom organization generally favor mostly random reference briangabuntedu clvjcvnewscsouiucedu qncinnabvdarkstarucscedu date sat apr gmt line article qncinnabvdarkstarucscedu stephenorchiducscedu writes difficult young person develop build positive view themself constantly told implicitly explicitly wrong immoral yes certainly true however paragrapgh reflects valueless position infers important anything else positive view one self course foolish mass murderer pedophile year old pyromaniac positive view course person engages behaviour large number people condemn believe concept society choice expect person negative view actually people still believe love canal kind environmental disaster weird eh opinion mine cant em ill rent em cheap
D:\Project_DC\data\mini_newsgroups\talk.politics.misc\178451,18,sci.space,path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmueducisohiostateedumagnusacsohiostateeduusenetinscwrueduhowlandrestonansnetuscelroyjplnasagovnntpservercaltecheduperi periccocaltechedu michal leah peri newsgroups talkpoliticsmisc subject new study gay percentage date apr gmt organization california institute technology pasadena line messageid qtinnbiagapcaltechedu reference optilinkcom briangabuntedu aprromulusrutgersedu nntppostinghost sandmancaltechedu didnt new study asked engaged homosexual intercourse within last two year whereas kinsey asked ever engaged thought engaging homosexual activity sort like difference yogurt morning allergic lactose michal impressive amount material accreted manner
D:\Project_DC\data\mini_newsgroups\rec.motorcycles\104387,8,sci.electronics,path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmueducisohiostateedupacificmpsohiostateeduzaphodmpsohiostateeducsutexaseduchinacatriderjoe joeridercactusorg joe senner newsgroups recmotorcycles subject shaftdrives wheelies messageid rideruucp date apr gmt sender joerideruucp replyto joeridercactusorg distribution rec organization line xlyxvaxcitcornelledu xlyxvaxcitcornelledu writes possible wheelie motorcycle shaftdrive yes joe senner joeridercactusorg austin area ride mailing list rideridercactusorg texas splatterfest mailing list festridercactusorg
D:\Project_DC\data\mini_newsgroups\misc.forsale\76353,6,talk.politics.misc,path cantaloupesrvcscmueducrabapplesrvcscmuedubbandrewcmuedunewsseicmueducisohiostateeduzaphodmpsohiostateeduhowlandrestonansnetnocnearnetuunetogicsesequentmunchersequentcomrichg richgsequentcom richard garrett newsgroups miscforsale subject wanted original shanghai pc messageid aprsequentcom date apr gmt articleid sequentapr sender usenetsequentcom usenet distribution na organization sequent computer system inc line nntppostinghost crgsequentcom looking shanghai solitaire game mahjongg tile pc copy laying around send email richgsequentcom thanks ooo rich garrett oo richgsequentcom work
D:\Project_DC\data\mini_newsgroups\sci.electronics\53824,12,rec.sport.hockey,newsgroups scielectronics path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomemoryathenaaisunaiugaedumcovingt mcovingtaisunaiugaedu michael covington subject building uv flashlight messageid csmcnathenacsugaedu sender usenetathenacsugaedu nntppostinghost aisunaiugaedu organization ai program university georgia athens reference crlznpanixcom date tue apr gmt line get little uv putting heavy uv filter deep purple front ordinary flashlight bulb brightest get father used setup like law enforcement work circa good uv blacklight bulb work like fluorescent bulb id proceed getting cheap batterypowered fluorescent light going electrical supply house finding uv bulb would fit michael covington associate research scientist artificial intelligence program mcovingtaiugaedu university georgia phone athens georgia usa amateur radio ntmi
D:\Project_DC\data\mini_newsgroups\soc.religion.christian\21453,15,talk.politics.guns,path cantaloupesrvcscmuedudasnewsharvardedunocnearnethowlandrestonansnetdarwinsuranetbogussuranetnewsfeedpeachneteduconcertrutgersigorrutgerseduathosrutgerseduchristian daningrescom rose arose newsgroups socreligionchristian subject earthquake prediction messageid mayathosrutgersedu date may gmt sender hedrickathosrutgersedu organization representing view line approved christianaramisrutgersedu mservmozartcciupedu mail server writes ok day back belowincluded message posted stating believe everything heart may city portland oregon country united state america hit catastrophic disastrous earthquake know come pa dont think particularly glorifying god say thing like well think lord telling statement seem attempt get spiritual thrill guess happen come true without risking guilt false prophecy fail come pa believe genuine prophecy ever like comment agree people misled believe thus sayeth lord innuendo opinion speculation speak directly lord given something say say declare thus sayeth lord id better know certain without shadow doubt correct spiritual condition relationship lord receive prophecy absolutely certain without tiniest shadow doubt possibility misled imagination hope gaining recognition misled wile devil follower mistake area costly dangerous greatest fear area would following people would misled people would lose respect christianity true prophecy would clouded false prophecy god call prophet misrepresent god word calling would lost forever god word would command people never listen fear word would false prophet bridge would burnt forever perhaps could repent saved could never prophet god light critical speak lord say speak silent lord say silent lest deprive world god word hide bushel either inappropriate cowardly silence false statement critically important remain close lord word prayer filled spirit god know difference day age sinner spout mouth left right judging one another claiming right denying right indeed belong others demanding equal respect god world uttering every form falseness promise make one feel good time christian give example honesty stand contrast backdrop falsehood say thus sayeth lord happens pray prayer answered prayed right say christian really mean dan deplore horrible crime child murder want prevention merely punishment must reach root evil practiced whose inmost soul revolt dreadful deed mater motive love ease desire save suffering unborn innocent woman awfully guilty commits deed oh thrice guilty drove desperation impelled crime susan b anthony revolution july
D:\Project_DC\data\mini_newsgroups\talk.politics.misc\176986,18,sci.space,xref cantaloupesrvcscmuedu talkpoliticsmisc sciecon path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetnocnearnetuunetnewstekcomtekigtekigssoar ssoartekigpentekcom steven e soar newsgroups talkpoliticsmiscsciecon subject supply siderevenue messageid tekigpentekcom date apr gmt reference ufkgquwbkecxvandrewcmuedu ctjbnewsservertechnetsg sender newstekigpentekcom followupto talkpoliticsmisc distribution na line article ctjbnewsservertechnetsg ipsersolomontechnetsg ed ipser result clinton hope reduce deficit level reagan left office considering amount bushcongress added would notinconsiderable achievement subject also believe supplyside claim reducing tax raised revenue also false typically factor socsec tax raised considerable amount time income tax cut look income tax revenue alone fell cut began didnt recover several year record deficit well entrenched chew awhile crunch crunch steve soar
D:\Project_DC\data\mini_newsgroups\talk.religion.misc\83719,19,misc.forsale,newsgroups talkreligionmisc path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmueducisohiostateedupacificmpsohiostateeduzaphodmpsohiostateeducsutexaseduuunetutcsriutnuttornnottcunewsfreenetcarletoncafreenetcarletoncaad adfreenetcarletonca james owen subject question popular morality messageid aprfreenetcarletonca sender newsfreenetcarletonca news administrator organization national capital freenet ottawa canada date tue apr gmt line article davidterminusericssonse david bold writes article freenetcarletonca adfreenetcarletonca james owen writes seem saying god unknowable morality unknowable yep thats pretty much understand sadducee believed torah required whereas pharisee ancestor modern judaism believed torah available interpretation lead understanding required morality nuance talmud essence biblical morality interface man yhwh jew christian necessarily indicate anything yhwh outside relationship although one speculate point im trying make really bible interpret interpretation humanity guess faith relevation come inherent subjectiveness god unknowable cant comment motif would distressing allowed u misunderstand fault sanity sake must assume believe message come somehow question whether come immediately every individual contained complex canon must interpreted expert consultation one another transmitted directly appointed representative free interpret extend modify canon god message indeed mediated problem arises whether individual stand mediated message fully clearly since responsibility understanding lie ultimately individual must assume god benevolence guide individual appropriate source individual whereof person may may drink metaphysically multiple moral code absolute moral code think theologically questionable may absolute moral code undoubtably multiple moral code multiple moral code may founded absolute moral code example parent may tell child never swear child may assume parent never swears simply parent told child wrong parent may swear like trooper pub bar child wrongness child disobeys parent parent may feel inappropriate swear front child may quite happy swear front animal analogy quite hold water child know type parent may parent later life get gist incidentally young child considers directive absolute get older see piaget learns morality example complicated age thin line morality politeness might said burp burping swearing carry stigma today talking taking lord name vain serious transgression example case hypocrisy varying moral code absolute moral code proposition law code apply absolutely universally definition conceivably moral code could subset universal code say outset example god code could include thou shalt create without hospitable planet live law would inapplicable u nevertheless would entitled suppose law applicable u also applicable god begin ask law might appear god moral code sense absurdity question god make law follow perhaps god sort category morality sensibly applied james owen adfreenetcarletonca ottawa ontario canada
D:\Project_DC\data\mini_newsgroups\misc.forsale\75942,6,talk.politics.misc,path cantaloupesrvcscmuedudasnewsharvardedunocnearnethowlandrestonansnetspoolmueducaenmalgudioarnetucbehsanuceduucunixsanucedubabbageeceuceduucengucedumparikh newsgroups miscforsale subject new computer book sale messageid costeuucengucedu mparikhucengucedu mehul parikh date sun apr gmt distribution usa organization university cincinnati line hi several computer related book sale new unused hence excellent condition subject include programming language c c lisp prolog operating system unix window xwindows lan ai expert system interested pls contact parikhmaucunixsanucedu thanks parikh
D:\Project_DC\data\mini_newsgroups\talk.politics.guns\55249,16,comp.sys.ibm.pc.hardware,newsgroups talkpoliticsguns path cantaloupesrvcscmueducrabapplesrvcscmuedubbandrewcmuedunewsseicmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetusccsutexaseduuunetmicrosofthexnutalane alanemicrosoftcom alan ezekiel subject dayton gun buy back boston gun buy back messageid aprmicrosoftcom date apr gmt organization microsoft corporation reference hpfcsofchpcom cuchuffncbnewscbattcom vealutkvmutkedu line lvccbnewscbattcom larry cipriani according wnci fm radio morning dayton ohio operating gun buy back giving every functional gun turned ran money one day passing voucher sort looking fund keep operating another mediaevent brought hci something similar progun people example pay anyone lawfully protects life firearm sound bit tacky hey whatever work david veal point sort promotion would used gun owner mass medium however proposal offer gun safety class area free community service class would normally cost offering free good promotion gun club organized several finished teaching another one last night fact well received get lot people novice interested gun even get antigun feel know something gun safety since member family keep gun home teaching course give u many desirable benefit chance teach gun safety rule increase firearm awareness may help reduce gun accident stats gun safety class politically correct likely viewed positively public medium student normal people gun enthusiast kind class give u chance give gentle introduction firearm student enthusiastic purchase gun become involved shooting personal defense improves public perception club gun owner general student see reasonable nonaggressive softspoken people help mitigate standard image hardcore gun owner even antigun student sometimes tell u something new think regard personal gun ownership sharing experience others lot fun course standard nracertified home firearm safety class student pay material also teach nra personal protection class although cost higher one since purchase range time think firearm safety class excellent response gun buyback alane nobody share opinion jelly doughnut especially employer president john f kennedy
D:\Project_DC\data\mini_newsgroups\talk.politics.guns\54633,16,comp.sys.ibm.pc.hardware,newsgroups talkpoliticsguns path cantaloupesrvcscmueducrabapplesrvcscmuedubbandrewcmuedunewsseicmueducisohiostateeduzaphodmpsohiostateedudarwinsuranethavenumdeduuunetbcstecrobs robsbcsteccaboeingcom robert sipe subject senator patty murreys tax proposal messageid clmumobcsteccaboeingcom organization boeing date fri apr gmt line havent heard yet u senator patty murrey mom tennis shoe planning introduce legislation tax handgun transaction increase dealer licnese cost order raise money cover cost uninsured shooting victums plan start per year dealer fee depending type firearm per gun transaction plan make federal elected washington state trade mark mom tennis shoe written via united state senate washinton dc looking tennis shoe pair please send feeling regarding tax claim heard little opposition let inundate bigot definition bigot conservative winning argument
D:\Project_DC\data\mini_newsgroups\sci.space\61145,14,rec.sport.baseball,path cantaloupesrvcscmuedudasnewsharvardedunocnearnethowlandrestonansnetusccsutexaseduuunetmcsungermanyeunetlifdewawers wawerslifde theo wawers newsgroups scispace subject sunrise sunset time messageid liberolifde date apr gmt organization lahmeyer international frankfurt line xnewsreader tin version pl nice little tool lucid emacs called calendar request show given longitudelatitude coordinate time sunset sunrise code written lisp dont know like idea editor right program calculate thing theo w theo wawers lahmeyer international gmbh email wawerssunnylifde lyonerstr phone frankfurtmain fax germany
D:\Project_DC\data\mini_newsgroups\talk.politics.mideast\75956,17,rec.motorcycles,xref cantaloupesrvcscmuedu soccultureturkish talkpoliticsmideast socculturegreek newsgroups soccultureturkishtalkpoliticsmideastsocculturegreek path cantaloupesrvcscmuedudasnewsharvardedunocnearnethowlandrestonansnetzaphodmpsohiostateeduuwmeduuxcsouiucedunewscsouiuceduuxacsouiuceduptg ptguxacsouiucedu panos tamamidis subject turkeycyprusbosniaserbiagreece armeniaazeris date thu apr gmt messageid cjhjfjnewscsouiucedu reference ccnghcnewsflashconcordiaca aprusagecsdunswozau finaidauvmamericanedu cibhivnewscsouiucedu apriastateedu cifukynewscsouiucedu apriastateedu sender usenetnewscsouiucedu net noise owner organization university illinois urbana line tankutiastateedu sabri atan writes article cifukynewscsouiucedu ptguxacsouiucedu panos tamamidis nothing greek problem fanatic met many greek wouldnt even talk turkish experience friend always open greek well history war current situation help well panos mr tamamidis way put turk bear responsibility thing happening today hard believe somebody trying objective well put thing historical perspective turk moved area inhabited greek history two nation started century ago since continuous battle two nation perspective cant see say greek responsible happened two nation course would reasonable argue hostility drag till kick turk area isnt going happen best would improve relation two country golden oportunity exists cyprus thing cant work isnt possible way could work nation come conflict like country cannot blame one side always bad guy side anatolia ww anyway think right always avoid discus thing consider waist time besides said want open new flame saying conflict started one side aggressive ither always suffering sad still trying compromise remember action turkish government removing visa requirement greek come turkey thought positive attempt make relation better thought smart move receive money greek tourist bet week tourist greece turkey one leave least go figure mean economy kept visa requirement many greek would bother visit turkey greek mentioned wouldnt talk educated people never met know bad person turkey politics business business turk come individual hatred come extrapolate limited personal experience err think youd get reasonable conclusion tankut atan tankutiastateedu panos tamamidis
D:\Project_DC\data\mini_newsgroups\sci.crypt\15748,11,talk.religion.misc,xref cantaloupesrvcscmuedu scicrypt altsecurity comporgefftalk compsecuritymisc comporgacm comporgieee path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmueducisohiostateeduzaphodmpsohiostateeduuwmeducaenbatcomputerreedogicsenetnewsnwnetnetnewsuwashingtoneduspiffseattleueduthebesolerwingpat patrwinguucp pat myrto newsgroups scicryptaltsecuritycomporgefftalkcompsecuritymisccomporgacmcomporgieee subject tapped code good messageid rwinguucp date apr gmt articleid rwing reference rwinguucp csohxvdemoncouk rtmcaccessdigexnet distribution na organization totally unorganized line article rtmcaccessdigexnet stevebaccessdigexcom steve brinich writes wonder landed fat fee cooperation nsa design propoganda stage doesnt care say nsa totally perfidious least redeeming virtue taking care g course take care well person outlived hisherundefined usefulness elimination becomes consideration patrwinguucp without prejudice ucc pat myrto seattle wa else fails try uunetpilchuckrwingpat wisdom two thing infinite universe human stupidity sure former albert einstien
D:\Project_DC\data\mini_newsgroups\comp.os.ms-windows.misc\10093,2,rec.autos,newsgroups composmswindowsmisc path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmueducisohiostateeduzaphodmpsohiostateeduhowlandrestonansnettornwatservuwaterloocamachdbrown dbrownmachwluca david brown subject quietwriter ii driver xnewsreader tin version pl messageid cfcbmachwluca organization wilfrid laurier university date wed apr gmt line im trying get hold ibm quietwriter ii printer driver window beast exists someone suggest get please mail reply directly dont normally read group many thanks david brown dbrownmachwluca
