preprocessed_text,target_name
xref cantaloupesrvcscmuedu altmythology talkreligionmisc altpagan altslack altdiscordia path cantaloupesrvcscmuedudasnewsharvardedunocnearnethowlandrestonansnetzaphodmpsohiostateedudarwinsuranetnewsfeedpeachneteduumnedulynxunmedufingalplkafmilpeavler peavlerfingalplkafmil ninja gourmet newsgroups altmythologytalkreligionmiscaltpaganaltslackaltdiscordia subject scarlet horse babylon daemon followupto poster date apr gmt organization university new mexico albuquerque nm line sender peavlerfingalplkafmil jim peavler distribution world messageid qjuefinnmmhlynxunmedu reference pumptcusenetinscwruedu qhlijusenetinscwruedu qivfkuagateberkeleyedu qilgninnrkolynxunmedu nntppostinghost fingalplkafmil keywords dead horse horse babylon article qilgninnrkolynxunmedu blowfishleounmedu ron neighbor beast beast life end culdesac r noticed dead horse keywords line famous scarlet horse babylon beast thats illuminatti ride wonderful mediaeval manuscript fear announcement old girl dead may premature bet place th race down last sunday slid bad fifth dead comatose like god way suppose ninja gourmet fight food jim peavler opinion exist peavlerplkafmil called albuquerque nm opinion,talk.religion.misc
path cantaloupesrvcscmuedudasnewsharvardedunocnearnetuunetzaphodmpsohiostateeduhowlandrestonansnetagateappleapplemumboapplecomgallantapplecomsandvikkentapplecomuser sandviknewtonapplecom kent sandvik newsgroups talkreligionmisc subject rob lanphier messageid sandviksandvikkentapplecom date apr gmt reference aprorganpipeuugarizonaedu sandviksandvikkentapplecom aprorganpipeuugarizonaedu sender newsgallantapplecom followupto talkreligionmisc organization cookamunga tourist bureau line article aprorganpipeuugarizonaedu brianlplarizonaedu brian ceccarelli original context thread brian kendig inside huge wall brian inside bible information contained therein outside wall brian kendig prof sad fact absurd thing say example get firey pit cease exist bible doesnt say hasnt clue even jesus said hell one example looking discussion would say operate reference frame there inside outside two polarized view statement inside bible thing still clear dont indication instance job placed old testament one book actually talk satan job much line rest ot book there chance someone added book later group ot scripture sense kent sensing realitythat different matter brian relativity play big role perceive true depends vantage point since read bible brian kendig show hasnt narrower perspective mine least respect knowledge bible proposing brian brian come take look vantage point brian reply rather thank content besides vista stink meanwhile brian ignores fact never realize shared plateau brian stand operates way around well understand mind atheist agnostic case radical relativist dont understand underlying concept pretty hard continue dialogue im perfect christian however year christian teaching provided pretty good picture christian mind frame cheer kent sandviknewtonapplecom alink ksand private activity net,talk.religion.misc
path cantaloupesrvcscmueducrabapplesrvcscmuedubbandrewcmuedunewsseicmueducisohiostateeduzaphodmpsohiostateeducsutexasedunews turpincsutexasedu russell turpin newsgroups talkreligionmisc subject christian metaethics date apr organization c dept university texas austin line messageid lsufinnidsaltillocsutexasedu reference cfgfpanixcom nntppostinghost saltillocsutexasedu summary spit lukewarm article cjzzgpanixcom mlspanixcom michael siemon arent reducible rule set rule moral code law code algorithm acting thing helpful individual society used instead personal involvement responsibility one action two commandment rule merely rule vague practically devoid meaning michael siemon acknowledges every time writes resolution argument turn secular cultural assumption independent rule great commandment anything else call act god accepting ultimate responsibility every action commandment love neighbor viewed part reminding man god cannot act ultimate responsibility indeed many tradition present interpretation believer supposed interpret loving one neighbor following various rule relying god make thing come right precisely would wrong man assume ultimate responsibility confronted good sounding goo mean whatever reader want mean conservative may twist act god mean lay rule people nasty possible dont keep rule insistent obvious convinced lot people rightly reject whole concept idiocy god act say interpretation twisted many passage bible straightforward reading show christian god behaving way michael cannot refer base claim base commandment show reading twisted divergence understanding occurs even trying interpret base claim commandment addressing conservative christian michael necessarily draw upon secular cultural notion conservative christian reject anyone looking ethical system since society eager hand u one matter may need principle critique ethical system case profer agapate allelou base commandment vague serve principle critique ethical system meaning base commandment believer derives secular cultural notion believer brings believer mix demand straightforward reading biblical passage particular sectarian tradition combination thing commandment lack sufficient substance themself serve basis criticizing ethical system meaning come ethical system believer brings commandment different body christian beginning urged different ethical system case none result bizarre identify one system however popular infamous christianity christianity torah quran specifically christian scripture little anything way commandment little christian desperately want commandment go mining almost support one single thing gospel jesus specifically give commandment u love one another jesus explicitly state summarizes jewish law would seem bring properly understand mean love god love neighbor many parable teaching gospel attribute jesus straightforwardly read ethical commandment pauline epistle similarly full clear come together sensible understanding ethical behavior problem lack raw material radical christian take gospel seriously michael conservative christian also take gospel seriously differentiates way interpret gospel dont myriad christian like tell something christianity sense wide variety interpretation tell u something christianity tell u new testament author left sufficiently vague hodgepodge serve source text many vastly different belief nature christian god men shouldnt irony nothing christianity per se michael use support cause lesbian gay every christian principle turn cause effective extrachristian principle michael interprets religion homophobe apply christian principle equal justification cause short extrachristian principle make michael christianity beneficial suspect would beneficial perhaps moreso without filtered christian interpretation michael paint picture standard american atheism rejection evil many conservative christian interpretation bible think even damaging christianity note new testament present vague hodgepodge notion nature god nature good except course ordered interpretation relies extraneous principle think apply christian parable cold drink value hot drink value lukewarm spit russell,talk.religion.misc
newsgroups talkreligionmisc path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmueducisohiostateedumagnusacsohiostateeduusenetinscwrueduhowlandrestonansnetwupostcsusedunetcomcombskendig bskendignetcomcom brian kendig subject good jesus died messageid bskendigczofnetcomcom organization starfleet headquarters san francisco reference apratlastelecom bskendigcwrsmgyxnetcomcom aprorganpipeuugarizonaedu date sat apr gmt line brianlplarizonaedu brian ceccarelli beef jesus first foremost honestly believe jesus anything man lived died two thousand year ago know bible provides wonderful story thing said simply believe still exists entity bearing universe life similarly believe god worship exists ever existed period view religion general christianity specific cultural virus passed generation generation people often afraid think claim responsibility fate brainwash child believing popular myth go eventually christianity becomes given many people believe must right dont believe life death believe die die therefore try bring meaning purpose life meantime dont believe good thing humble view pride sin pride moderation constructive thing see nothing wrong homosexuality nothing inferior woman priest lost lot trust patronizingly tried explain fault opinion dont believe loving everyone especially people ive never met try show respect everyone love admiration something easily earned feel guilty denying respect consideration someone abused want take religion least bit seriously stop trying show bible make sense start trying show jesus person somehow still influencing anyones life earth brian kendig je ne suis fait comme aucun bskendignetcomcom de ceux que jai vus jose croire netre fait comme aucun de ceux qui existent meaning life si je ne vaux pa mieux au moins je suis autre end rousseau,talk.religion.misc
xref cantaloupesrvcscmuedu altatheism talkreligionmisc talkorigins path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetzaphodmpsohiostateedusolctrcolumbiaeduursapoohhalat halatpoohbears jim halat newsgroups altatheismtalkreligionmisctalkorigins subject rawlins debunks creationism messageid ursabearcom date apr gmt reference rrvinnhpctronnewsctroncomursabearcom cwocebvsunfishusdedu sender newsbearcom replyto halatpoohbears jim halat line article cwocebvsunfishusdedu rfoxcharlieusdedu rich fox univ south dakota repeat said earlier post evolution theory accept fact faith much different religion accept theory religion involved quite useful realm science simply put evolutioncreation looked properly theoryassertion factfiction specific example exactly separate soft athiesm science religion evolution theory creation assertion v evolution fact creation fiction repeat said earlier post evolution theory fact accept fact display reason intelligence much different anachronistic religion assess theory evolution objectively religion involved evolution remains useful realm science simply put evolutioncreation looked properly theoryfact v assertionfiction specific example exactly separate reason science nonsense rich fox anthro usouthdakota evolution theory creation fact v demonstrating nonsense part evolution assertion creation fiction fact evolution difference calling evolution fact talking theory evolution providing fact happen think latter accurate said best assess theory evolution objectively didnt say assess fact evolution objectively jim halat halatbearcom bearstearns whatever doesnt kill serve annoy nyc speak,talk.religion.misc
xref cantaloupesrvcscmuedu talkreligionmisc talkpoliticsmisc sciskeptic newsgroups talkreligionmisctalkpoliticsmiscsciskeptic path cantaloupesrvcscmueducrabapplesrvcscmuedubbandrewcmuedunewsseicmueducisohiostateeduzaphodmpsohiostateedusaimiriprimatewisceducaenuvaarpacvcvnraoeduheinekentucnraoedubgarwood bgarwoodheinekentucnraoedu bob garwood subject who next mormon jew messageid aprnraoedu sender newsnraoedu organization nrao reference cwiahrapollohpcom roshilagateberkeleyedu date fri apr gmt line article roshilagateberkeleyedu isaackuospamberkeleyedu isaac kuo fbi claim basis intelligence report bd plan commit suecide btw bugged place listening bd conversation till end koreshs attorney claim based hour spent talking client others compound saw indication bd contemplating suecide survivor claim suecide clear one survivor made claim clear least one survivor made contradictory claim bd member started fire far clear word fbi spokepeople survivor made claim contradictory word lawyer spoke survivor individually agreed suicide pact intentionally start fire absense evidence dont see decide believe furthermore quite possible general suicide pact small inner circle took upon kill everyone else state area may never know happened bd contemplating suecide reason believe committed one reason two survivor claimed bd member poured fuel along corridor set fire speed fire spread inconsistent claim word fbi claim lawyer also talked survors deny making claim certainly fire killed people compound good possibility fbi start fire good reason believe bd agree assessment relative probability likely bd started fire fbi currently way decide actually happened based publically available evidence nearly none even bd contemplating suicide possible david koresh convinced thus convinced others suicide fulfilment profecy sort three possibility bd self destruction dead escaped via bunkeretc report inadequacy tunnel body found would rate highly unlikely b fire started fbi accident possible would foolish u declare outright evidence back sure possible armored vehicle knocked lantern started fire lit lantern middle day near edge complex anecdotal evidence contradicted escapee c fire started purpose fbi suggested net would rate possibility utterly ludicrous sciskeptic would call extraordinary claim wont bother refuting unless someone give good evidence back fire started accidentally bd truely amazed heard read one suggesting possibility tear gas lack electical power compound adult wearing gas mask chaotic inside easily image someone leaving lamp close something accidentally dropping lamp knocking one wind would quickly gotten control left two reasonable possibility fire fbi accident fire started bd find latter likely based evidence ive seen far think also quite reasonable personally cant really ass relative probablities either probability although forced bet issue would probably take accident either fbi bd intential setting fire would also like add comment related report body recovered gunshot wound coroner today show morning categorically denied theyve reach conclusion pointed intense heat sufficient pressure build head cause explode look much like massive gunshot wound head quite consisted te report ive read heard short there almost evidence corroborating many scenario happened monday remain skeptical information available isaac kuo isaackuomathberkeleyedu twinkle twinkle little sig keep less line big bob garwood,talk.religion.misc
xref cantaloupesrvcscmuedu talkreligionmisc altpagan newsgroups talkreligionmiscaltpagan path cantaloupesrvcscmuedudasnewsharvardedunocnearnethowlandrestonansnetgatechdarwinsuranethavenumdeduuunetquackpharvey pharveyquackkfucom paul harvey subject kind loving god messageid fnszquackkfucom organization duck pond public unix log guest reference aadangermousemitreorg sandviksandvikkentapplecom aprraroyalroadsca sandviksandvikkentapplecom date apr utc line article sandviksandvikkentapplecom sandviknewtonapplecom kent sandvik mleepostroyalroadsca malcolm lee much antisemitism people hate jew dont hate jew consider like anyone else sinner dont know dont care ethnical right wrong evident christian consider jew longer sole selected group god people jew consider case christian antisemitism come obvious fact jew know hebrew scripture better anyone else yet convert christianity en mass thus rejecting christian love wonder caused antisemitism one might even wonder christianity didnt separation would antisemitism even started dont see rest tribal people happened tribe america culture seen different undesirable west particular u failed melting pot concept tribe hunted extinction hebrew tribe one survivers neolithic course becomes difficult time separate christianity western experience perhaps right perhaps would better world cultural experiment christianity never happened,talk.religion.misc
xref cantaloupesrvcscmuedu talkabortion talkpoliticsmisc talkreligionmisc newsgroups talkabortiontalkpoliticsmisctalkreligionmisc path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmuedufsececmuedueuropaenggtefsdcomnewsansnetnewsgatewatsonibmcomyktnewswatsonibmcomthevillagewaterbed margoliwatsonibmcom larry margolis subject abortion sender newswatsonibmcom nntp news poster messageid cnxmvsdwatsonibmcom date sat apr gmt newssoftware ibm o pm rn nr vi vishnepolsky r rogers line replyto margoliwatsonibmcom larry margolis disclaimer posting represents poster view necessarily ibm reference uupcbozoneholecom nntppostinghost netslipwatsonibmcom organization village waterbed uupcbozoneholecom anthonylandreneauozoneholecom anthony landreneau rape passed nothing ever take away true forcing remain pregnant continues violation body another month see unbelievably cruel larry margolis margoliyktvmv bitnet margoliwatsonibmcom internet,talk.religion.misc
xref cantaloupesrvcscmuedu altconspiracy talkpoliticsmisc talkreligionmisc newsgroups altconspiracytalkpoliticsmisctalkreligionmisc path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetzaphodmpsohiostateedumagnusacsohiostateeducsnnewsdenmmccomkeng kengdenmmccom ken garrido subject message mr president know happened messageid kengtunfaire sender newsdenmmccom news nntppostinghost tunfairedenmmccom organization martin marietta astronautics denver reference dvjfcwildthinghowtekmvcom kengtunfaire cvbgecbrbdcwsncorg date thu apr gmt line roycrbdcwsncorg roy crabtree lotsa stuff taken bottom line due process served peaceful attempt serve warrant occurred peaceful attempt serve warrant met gunfire due process served branch davidians wanted way think royc milk baby youre man drink beer arnold ken garrido thats guhreedoh miserable asm c hack email kengtunfairedenmmccom kennethgarridofilebankcom,talk.religion.misc
xref cantaloupesrvcscmuedu talkreligionmisc altconspiracy talkpoliticsmisc newsgroups talkreligionmiscaltconspiracytalkpoliticsmisc path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmueducisohiostateedupacificmpsohiostateeduzaphodmpsohiostateeduwupostuunetmnemosynecsdueduusenet clavazzinyxcsduedu thedoge subject koresh doctrine messageid aprmnemosynecsduedu xdisclaimer nyx public access unix system run university denver denver community university neither control responsibility opinion user sender usenetmnemosynecsduedu netnews admin account organization nyx public access unix u denver mathcs dept reference aprutarlgutaedu aprmnemosynecsduedu cyyiebndscomsadesyde date sat apr gmt line article cyyiebndscomsadesyde hallamzeusdesyde article aprmnemosynecsduedu clavazzinyxcsdueduthedoge deleted vast quantity carefullyannoted spew david koresh dont know rest think mr tice need hobby one spent last summer telling everyone doubted word great perot bigotted perotbashers right moment chickened kept quiet bit came back perot reentered seems appropriate somehow rumour loresh fact survived fire secret hideyhole rose third day spirited away fbi agent disposed order prevent cult following hah best authority mine koresh whooping timeshare condo dallas elvis jfk course jr bob dobbs also owns place everything else texas look koresh sighting weekly world news national enquirer coming month thedoge south st louis dobbsapproved medium conspiratortm one step beyond sunday pm fm st louis community radio youll pay know really think jr bob dobbs,talk.religion.misc
path cantaloupesrvcscmuedumagnesiumclubcccmuedupittedutoadspghpausgeb gebcspittedu gordon bank newsgroups talkreligionmisc subject lds birth church messageid cyuybxtoadspghpaus date apr gmt reference cxxeaacsubuffaloedu sender newstoadspghpaus news maintainer replyto gebcspittedu gordon bank organization univ pittsburgh computer science line article cxxeaacsubuffaloedu psyrobtwubvmsbccbuffaloedu robert weiss church admit right except one associated make witness decide case seeing unlike church christ existed former day p idea apostacy originate lucy smith joseph smith mormon idea restoration quite common early th century usa alexander campbell founder group survives name disciple christ preached primitive church lost attempting restore although revelation many cambellites subsequently became mormon including cofounder sidney rigdon actually find sentiment many early protestant reformation martin luther gordon bank njxp skepticism chastity intellect gebcadredslpittedu shameful surrender soon,talk.religion.misc
newsgroups talkreligionmisc path cantaloupesrvcscmueducrabapplesrvcscmuedubbandrewcmuedunewsseicmueducisohiostateedupacificmpsohiostateeduzaphodmpsohiostateedusddhpcomdecwrlpadeccomnntpdcxodeccomevansenetdeccombittrolff bittrolffevansenetdeccom subject kind loving god messageid aprnntpdcxodeccom line sender usenetnntpdcxodeccom usenet news system replyto bittrolffevansenetdeccom organization digital equipment corporation reference aadangermousemitreorg aprraroyalroadsca sandviksandvikkentapplecom aprraroyalroadsca sandviksandvikkentapplecom aprraroyalroadsca sandviksandvikkentapplecom aprraroyalroadsca date thu apr gmt article aprraroyalroadsca mleepostroyalroadsca malcolm lee writes btw david koresh jesus christ claimed tell sure three day havent passed yet steve bittrolff previous opinion shared reasonably intelligent person,talk.religion.misc
xref cantaloupesrvcscmuedu talkreligionmisc talkpoliticsguns socculturejewish newsgroups talkreligionmisctalkpoliticsgunssocculturejewish path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetzaphodmpsohiostateedusddhpcomnigelmsencomyaleeduyalegumbydestroyercsubccanewsuviccararoyalroadscamlee mleepostroyalroadsca malcolm lee subject who next mormon jew messageid aprraroyalroadsca sender mleeraroyalroadsca malcolm lee organization royal road military college victoria bc reference qvfikrfusenetinscwruedu crlnepcmurdochaccvirginiaedu aprucsucoloradoedu csaskwomurdochaccvirginiaedu date wed apr gmt line article csaskwomurdochaccvirginiaedu pmyvivaldiaccvirginiaedu pete yadlowsky anyway ive often wondered business follower christ would weapon didnt christ tell disciple arm self shortly crusifiction believe exact quote along line something sell buy sword guy preached love deference power god renunciation worldly life exchange life spirit jesus fact command disciple arm would take yet another reason reject christian doctrine whatever worth let clarify order clearly understand scripture one must look context verse found section refer found luke id like start back verse ill include sake completeness jesus asked sent without purse bag sandal lack anything nothing disciple replied verse say purse take also bag dont sword sell cloak buy one written numbered transgressor verse say disciple said see lord two sword enough replied mean verse jesus point disciple sent previously need take anything food lodging transport often provided generosity others verse jesus alludes change attitude come near future remember jesus saying thing shortly arrested verse tell disciple take possession provision carry purse longer generosity anyone time peril take care implied reference sword jesus knew going arrested labeled criminal charge brought likely passed disciple verse see disciple taken jesus literally first time disciple got message wrong done several occassions instead understanding gist word presented two sword jesus perhaps taken aback promptly concludes discussion saying enough disciple could understand jesus die jesus kept telling would soon could grasp wanted messiah political leader would lead rebellion roman keen presenting sword idea jesus referring different kingdom part disciple could perceive kingdom earth rather one heaven understand jesus never intended follower take arm rebellion clearly evidence luke jesus rebuked disciple using sword servant high priest came arrest evidence jesus go far heal man injured disciple jesus condone violence mean purpose contrast behaviour david koresh clearly see dk jesus claimed jesus surrendered authourities allowed crucified didnt go blaze glory rather jesus executed like common criminal hope make little clear god malcolm lee well nice federal officer come house check extensive weapon cache ill sure shoot tea lady gentleman actually thats pretty much wht branch davidian siad local sherrif knocked door course armed men assaulted without warrning different matter know men federal officer need followup visit didnt jesus word submission government authority peter yadlowsky wake sky light academic computing center let u net university virginia companion keyboard pmyvirginiaedu basho,talk.religion.misc
path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmueducisohiostateeduzaphodmpsohiostateeduuscelroyjplnasagovncarnoaoamethystorganpipeuugarizonaeduhindmostbrian brianlplarizonaedu brian ceccarelli newsgroups talkreligionmisc subject good jesus died messageid aprorganpipeuugarizonaedu date apr gmt reference sandviksandvikkentapplecom aprorganpipeuugarizonaedu sandviksandvikkentapplecom sender newsorganpipeuugarizonaedu organization lunar planetary laboratory tucson az line brian ceccarelli wrote thats kent accusing evil thing jesus accusing accusing accusing everyone everyone world guilty whether one see light seen light nothing whether evil thing regardless kent sandvik responds hmm seems core christianity feel guilty think see coming kent jesus doesnt view guilt like modern venacular color feeling nothing guilt feeling arise state guilty feeling guilt mutally exclusive feeling reaction guilt jesus talking guilt state reaction let give example ever made mistake ever lied someone even little white lie ever claimed know something really didnt know ever hated someone ever selfish guilty one answer course yes guilty period jesus getting big surprise feeling even enter picture consider jesus use word guilt court us jesus concerned everyone admit guilty imperfect bible call state sinner bad thing even insignficant thing wrong proof guilt sinner nature bad thing sinner therefore bad thing sinner fact pleasant fact fact perfect calling u sinner emotional charge calling human guilty charged there single personality save universal guilt feeling handle guilt one two way acknowledge made mistake learn try againin meantime punishing way jesus want handle healthy way two destructive way put slap feel like crap never forgive force say thousand hail mary even suicide way jesus want u deal people fall category extent life jesus business saving u guilt feeling jesus business showing u much love u despite guilt jesus know guilty isnt new big deal want realize sinful nature destroys relationship want know want company immensely valuable jesus want relationship however present sinful nature incapable relationship god perfect cannot fit square peg round hole however god provided way u change nature relationship god provided jesus whosoever belief jesus nature changed holy spirit move divine nature within life beingand u god communicate unifying holy spirit benefit endless divine nature living within u see imperfection better head pas power holy spirit living u power help u overcome shortcoming divine nature life within u understand profound bible passage never could understand divine nature life within u authority demonic force lastly divine nature life within u eternal lifefor holy spirit eternal relationship jesus utmost importance life qualifies belong heavenly kingdom relationship living god remember jesus said tail end matthew separated goat sheep many people last day ask didnt prophesy name miracle good thing name jesus say depart never knew cornerstone christianity kent jesus must know friend relationship jesus friend counted among share inheritance heaven brian tell secret dont feel guilty mistake regret however ive never huge guilt feeling hanging shoulder good show strong selfimagethat love second greatest commandment jesus taught people could said common english venacular feeling guilty different meaning state guilt clear indication need certain personality type order believe adjust certain religious doctrine personality type opposite easily attached certain world view system believe need personality lot less ego lot less selfcenteredness lot unconditional love human subscribe notion nice thing finally shake huge burden shoulder feel far relaxed yes stated jesus said remember come take yoke upon shoulder burden light yoke used direct ox work relationship jesus share yoke burden life god side great advantage,talk.religion.misc
xref cantaloupesrvcscmuedu talkabortion talkreligionmisc path cantaloupesrvcscmuedudasnewsharvardedunocnearnethowlandrestonansnetzaphodmpsohiostateeduubcsncherokeesteven stevenadvtechuswestcom steve novak newsgroups talkabortiontalkreligionmisc subject part dont understand messageid apradvtechuswestcom date apr gmt reference qfpboquwbkiaocandrewcmuedu apradvtechuswestcom aprmidwayuchicagoedu sender newsadvtechuswestcom radio free boulder organization u west advanced technology line nntppostinghost jaynesadvtechuswestcom eebmidwayuchicagoedu course possibility existed meaning student really gave shit could moment silence hisher make sense forcing dont want participate take part reason organized moment silence moment silence doesnt mean much unless everyone participates otherwise silent whole point maybe everyone doesnt want participate blindly opposing everything flavor religion utterly idiotic blindly opposing everything flavor religion supported taxpayer money way keep christianity becoming official u religion noticing danger utterly idiotic steve novak ban bomb ban pope stevenadvtechuswestcom,talk.religion.misc
xref cantaloupesrvcscmuedu altatheism talkreligionmisc talkorigins path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmueducisohiostateeduzaphodmpsohiostateedusddhpcomdecwrldecwrlmorrowstanfordedupangeastanfordedusalem salempangeastanfordedu bruce salem newsgroups altatheismtalkreligionmisctalkorigins subject ancient reference christianity albert sabin date apr gmt organization stanford univ earth science line messageid renaqmorrowstanfordedu reference rruinnmlectronnewsctroncom cztjufkxnewscsouiucedu nntppostinghost pangeastanfordedu article cztjufkxnewscsouiucedu cobbalexialisuiucedu mike cobb contains miracle reason tossed source would regarded unbiased independant,talk.religion.misc
path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomgatechrpiuwmeducsutexaseduuunetportalcupportalcommmm mmmcupportalcom mark robert thorson newsgroups talkreligionmisc subject scientology messageid cupportalcom date sat apr pdt organization portal system tm reference rxlpsuvmpsuedu line need brief information scientology applientology frank zappa would call anyone time send info ol lron b asics scientology would appreciatedpsi inte rested propaganda ive taken liberty passing name address local org scientology office theyll contacting day also threw small contribution theyd know youre serious,talk.religion.misc
xref cantaloupesrvcscmuedu talkabortion talkreligionmisc talkpoliticsmisc newsgroups talkabortiontalkreligionmisctalkpoliticsmisc path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmueducisohiostateedupacificmpsohiostateeduzaphodmpsohiostateeduhowlandrestonansnetbogussuranetopuscusceastnyikos nyikosmathscarolinaedu peter nyikos subject abortion private health coverage letter regarding messageid nyikosmilomathscarolinaedu sender usenetusceastcsscarolinaedu usenet news system organization usc department computer science reference qidsikagateberkeleyedu sandviksandvikkentapplecom qkqfjagateberkeleyedu sytbrrpiedu date apr gmt line sytbrrpiedu rockeracmrpiedu rocker writes qkqfjagateberkeleyedu dzkrizocfberkeleyedu dennis kriz writes one paying private health insurance plan want abortion coverage reason person complelled pay one compelled pay lipposuction coverage one doesnt want kind coverage appear stunningly ignorant underlying concept health insurance less stunningly ignorant ever heard life insurance premium company give nonsmoker charged much smaller premium smoker mention auto insurance much cheaper woman men woman average drive carefully menin fact almost carefully peter nyikos,talk.religion.misc
path cantaloupesrvcscmueducrabapplesrvcscmuedubbandrewcmuedunewsseicmueducisohiostateeduzaphodmpsohiostateeduuwmeducaendestroyerncarnoaoamethystorganpipeuugarizonaeduhindmostbrian brianlplarizonaedu brian ceccarelli newsgroups talkreligionmisc subject good jesus died messageid aprorganpipeuugarizonaedu date apr gmt reference bskendigcrbvnaainetcomcom aprorganpipeuugarizonaedu bskendigcthupgdnetcomcom sender newsorganpipeuugarizonaedu organization lunar planetary laboratory tucson az line brian kendig first state master ask truly master brian kendig state yet make mind life ground use practice fun getting dont start perfect end perfect either never perfect name one person young old past present deem perfect good luck know shortcoming know strength live life according decision make content abide consequence decision easily ill accept praise time life ive made mistake yes try never make mistake twice lie know shortcoming clearly shown one shortcoming two ignorance bible arrogance demonstrate butchering without even knowing content regard christ myth prideful examine record demonstate lack support conclusion bet even know word christ mean prophet used christ describe son man feel far many people offering far many interpretation supposedly said person really judge yes agree must learn first read bible come interpretation evaluate said check history book well compare someone elses interpretation make judgment tell truth said bible need interpretation much coffee cup need interpretation remember bible isnt guru esoteric guide metaphysics doesnt take theologian understand said bible bunch testimony people like addressed people like guy wrote saw heard open diaryand want tell something want know something make clear want know didnt encouch idea esoteric rhetoric simple straightforward language choose road travel decide whether want reach end given road turn back long dont always turn back there shame need help seek friend chosen road avoids bible chosen road avoids confrontation living god road doesnt look appealing rather build road one go far away confrontation assured confront one day willingly unwillingly dont clue im saying either open eye see open ear listen im spouting empty word life give meaning see mean hear saying degrading life heard irrational excuse year nothing new saying word spouting contradiction contradiction give meaning life must sad say mother love know ask point definite thing shes done even bring ask facetoface say deity love know ask bingo god loved world gave begotton son whososever belives ever lasting life look god given son even death hope resurrection know life isnt nothing glorious purpose cant even convince exists turn eye away testimony history choose lie doesnt exist ignore said thousand year sound exactly almost verbatim like lazarus jesus story starting luke conclusion story bleak one lazarus wound hell story end like lazarus doesnt even listen moses prophet wont even believe man rose dead god dangles heaven like carrot promising untold pleasure ill suspend disbelief ignore rationality would choose hell lie placate another matter powerful arrogance best fact rational several specific case already cited new statement show irrationality regard heaven jesus tell something expect heaven jesus expects use brain believe jesus expect placate either jesus want willingly come grovelling slave rather brother share glorious rich pick bible read maintain open mind see whether lying would want live good life die thats dont contradict reason live good life doesnt good end life doesnt anybody else good either everyone dy anyway reason lead good life leading good life meaningless meaningless thing paragraph demonstrates havent listened single word ive said understand said thats feel went amiss missed point living good life eternal consequence close amusement park life end therefore time spent amusement park meaningless eternal consequence anyone left earth contradict previous post said evil thing bad shouldnt matter evil thing good thing meaningless end anyway go rob bank go tell someone dislike dirty rotten slime bag whats restraining life eternal consequence accountability irrelevant way think life fun dont intend leave amusement park life close night time truly master im sorry dont feel sacrificing jesus something god id worship would unless sacrifice temporary case really important resurrection sunk jesus alive jesus dead holy book say token therefore santa claus delivers toy every xmas dont see reason believe say true please give reason cant similarly apply santa claus every reason believe jesus say witness jesus say true choose unreasonable ignore reason definition ignorance santa claus said live north pole squad elf flying reindeer ever see flying reindeer anyone human history seen flying reindeer anyone seen reindeer whose nose blink red hand people born bethlehem nebuchandezzar really king daniel really one court official david solomon really king israel judah really king called jehoachin sennecherib really attack jerusalem year christ sennacherib really lose battleand badly really caiaphas interrogated jesus yes yes yes history verifies nonfiction problem discerning truth fiction perhaps cant evaluate context grimm fairy tale apart scientific american suppose treat equal truthfulness equal falsity telling want read scientific american find fairy tale thereby inferring deity nothing collection verse book cannot supported without invoking get real ever zaire go assured really place given irrationality take never used map life believe believe given overwhelming evidence well personal experience living god id irrational unreasoning ignorant fool didnt follow jesus,talk.religion.misc
newsgroups talkreligionmisc path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmuedufsececmuedueuropaenggtefsdcomdarwinsuranetemorysolctrcolumbiaedudestroyercsubccanewsuviccararoyalroadscamlee mleepostroyalroadsca malcolm lee subject kind loving god messageid aprraroyalroadsca sender mleeraroyalroadsca malcolm lee organization royal road military college victoria bc reference aprraroyalroadsca rejoinnjfjowlcsrvuidahoedu date tue apr gmt line article rejoinnjfjowlcsrvuidahoedu lanphcrowcsrvuidahoedu rob lanphier bother people religious affiliation continue persecute jew hatred jew majority people persecute jew christian cant speak christian bound antisemitism bandwagon even anecdotal evidence back blatent persecution jew history course done nazi world war ii predominately lutheran crowd sure many muslim middle east consider israelite thorn side modern persecution jew hand christian least far im aware rob lanphier lanphuidahoedu consider neonazis white supremists christian id hardly classify christian follow teaching christ love one another love neighbour love enemy jesus christ lord saviour persecution jew violating precept christ died direct violation teaching christ even jesus crucified jewish leader time loved enemy asking father forgiveness sin christian bear animosity towards jew one else enemy satan fellow man god malcolm lee,talk.religion.misc
